orgCode,school,stuPerCPU,classOnInternet
170003,Melrose - Early Childhood Center,18.2,100
,,,
170017,Melrose - Herbert Clark Hoover,3.4,100
,,,
170025,Melrose - Horace Mann,4.2,100
,,,
170020,Melrose - Lincoln,5.1,100
,,,
170505,Melrose - Melrose High,3,100
,,,
170305,Melrose - Melrose Middle,2.8,100
,,,
170035,Melrose - Roosevelt,5,100
,,,
170050,Melrose - Winthrop,4.1,100
,,,
710179,Mendon-Upton - Henry P Clough,4.4,100
,,,
710001,Mendon-Upton - Memorial School,4.6,100
,,,
710015,Mendon-Upton - Miscoe Hill School,3.6,100
,,,
710510,Mendon-Upton - Nipmuc Regional High,3,100
,,,
180050,Methuen - Comprehensive Grammar School,2.9,100
,,,
180060,Methuen - Donald P Timony Grammar,4.1,100
,,,
180030,Methuen - Marsh Grammar School,5.4,100
,,,
180505,Methuen - Methuen High,3.8,100
,,,
180004,Methuen - Pleasant Valley School,-,0
,,,
180055,Methuen - Tenney Grammar School,5.1,100
,,,
180008,Middleborough - Henry B Burkland Intermed,-,100
,,,
180305,Middleborough - John T. Nichols Middle,-,100
,,,
180025,Middleborough - Mary K. Goode Elementary School,-,100
,,,
180011,Middleborough - Memorial Early Childhood Center,3.1,100
,,,
180505,Middleborough - Middleborough High,2.5,100
,,,
180003,Middleton - Fuller Meadow,3.9,100
,,,
180005,Middleton - Howe-Manning,2.2,96.6
,,,
180065,Milford - Brookside,-,-
,,,
180010,Milford - Memorial,-,-
,,,
180505,Milford - Milford High,-,-
,,,
180310,Milford - Milford Middle East,-,-
,,,
180075,Milford - Shining Star ECC,-,-
,,,
180305,Milford - Stacy Middle,-,-
,,,
180090,Milford - Woodland,-,-
,,,
180017,Millbury - Elmwood Street,-,-
,,,
180505,Millbury - Millbury Jr/Sr High,-,-
,,,
180025,Millbury - Raymond E. Shaw Elementary,-,-
,,,
180005,Millis - Clyde F Brown,5.3,100
,,,
180505,Millis - Millis High School,2.6,100
,,,
180020,Millis - Millis Middle,2.7,100
,,,
180410,Milton - Charles S Pierce Middle,3.4,100
,,,
180005,Milton - Collicot,5.4,100
,,,
180007,Milton - Cunningham School,4,100
,,,
180010,Milton - Glover,5.2,100
,,,
180505,Milton - Milton High,2.3,100
,,,
180020,Milton - Tucker,3.8,100
,,,
830605,Minuteman Regional Vocational Technical - Minuteman Regional High,-,-
,,,
710005,Mohawk Trail - Buckland-Shelburne Reg,2.7,100
,,,
710010,Mohawk Trail - Colrain Central,3,100
,,,
710015,Mohawk Trail - Heath Elementary,2.3,100
,,,
710505,Mohawk Trail - Mohawk Trail Reg High,2.8,100
,,,
710020,Mohawk Trail - Sanderson Academy,3.1,100
,,,
190310,Monson - Granite Valley Middle,2.7,100
,,,
190505,Monson - Monson High School,2.5,100
,,,
190025,Monson - Quarry Hill Comm,5.8,100
,,,
830605,Montachusett Regional Vocational Technical - Montachusett Reg Voc Tech,1.7,100
,,,
710505,Mount Greylock - Mt Greylock Reg High,2,100
,,,
470105,Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,-,-
,,,
190010,Nahant - Johnson,-,-
,,,
190010,Nantucket - Cyrus Peirce,1.6,100
,,,
190005,Nantucket - Nantucket Elementary,2.7,100
,,,
190505,Nantucket - Nantucket High,1.2,100
,,,
720005,Narragansett - Baldwinville Elementary,3.1,100
,,,
720010,Narragansett - East Templeton,4.6,100
,,,
720305,Narragansett - Narragansett Middle,2.8,100
,,,
720505,Narragansett - Narragansett Reg High,1.8,100
,,,
720003,Narragansett - Phillipston Memorial,3.9,100
,,,
720020,Narragansett - Templeton Center,4.2,100
,,,
720020,Nashoba - Center School,1.4,100
,,,
720025,Nashoba - Florence Sawyer Sch,4.5,100
,,,
720310,Nashoba - Hale,3.8,100
,,,
720305,Nashoba - Luther Burbank Middle School,1.7,100
,,,
720010,Nashoba - Mary Rowlandson Elementary,5,100
,,,
720505,Nashoba - Nashoba Regional,2.5,100
,,,
720015,Nashoba - Pompositticut,2.8,100
,,,
850605,Nashoba Valley Regional Vocational Technical - Nashoba Valley Tech H S,2.1,100
,,,
190005,Natick - Bennett-Hemenway,6.5,100
,,,
190010,Natick - Brown,6.5,100
,,,
190305,Natick - J F Kennedy Middle Sch,3.8,100
,,,
190031,Natick - Johnson,3.9,100
,,,
190035,Natick - Lilja Elementary,6.3,100
,,,
190043,Natick - Memorial,6.7,100
,,,
190505,Natick - Natick High,3.5,100
,,,
190310,Natick - Wilson Middle,2.4,100
,,,
660305,Nauset - Nauset Reg Middle,1.7,100
,,,
660505,Nauset - Nauset Regional High,3.5,100
,,,
190005,Needham - Broadmeadow,3.8,100
,,,
190410,Needham - High Rock School,1.7,100
,,,
190035,Needham - Hillside Elementary,2.8,100
,,,
190020,Needham - John Eliot,2.5,100
,,,
190505,Needham - Needham High,1.9,100
,,,
190050,Needham - Newman Elem,2.6,100
,,,
190405,Needham - Pollard Middle,1.8,100
,,,
190040,Needham - William Mitchell,3.6,100
,,,
440205,Neighborhood House Charter (District) - Neighborhood House Charter School,-,-
,,,
200095,New Bedford - Abraham Lincoln,3.6,100
,,,
200063,New Bedford - Alfred J Gomes,6.3,100
,,,
200140,New Bedford - Betsey B Winslow,3.5,100
,,,
200105,New Bedford - Carlos Pacheco,6.7,100
,,,
200123,New Bedford - Casimir Pulaski,6.2,100
,,,
200010,New Bedford - Charles S Ashley,110.3,100
,,,
200015,New Bedford - Elizabeth Carter Brooks,3.7,100
,,,
200075,New Bedford - Ellen R Hathaway,3.4,100
,,,
200020,New Bedford - Elwyn G Campbell,3.5,100
,,,
200060,New Bedford - George H Dunbar,1.5,100
,,,
200078,New Bedford - Hayden/McFadden,3.2,100
,,,
200085,New Bedford - Horatio A Kempton,6.5,100
,,,
200040,New Bedford - James B Congdon,2.7,100
,,,
200130,New Bedford - Jireh Swift,3.6,100
,,,
200115,New Bedford - John Avery Parker,4.8,100
,,,
200050,New Bedford - John B Devalles,3.4,100
,,,
200070,New Bedford - John Hannigan,2.9,100
,,,
200405,New Bedford - Keith Middle School,1.5,100
,,,
200505,New Bedford - New Bedford High,5.1,100
,,,
200410,New Bedford - Normandin Middle School,2.8,100
,,,
200415,New Bedford - Roosevelt Middle School,1.1,100
,,,
200045,New Bedford - Sgt Wm H Carney Acad,4.8,100
,,,
200125,New Bedford - Thomas R Rodman,1.9,100
,,,
200510,New Bedford - Trinity Day Academy,1.1,100
,,,
200515,New Bedford - Whaling City JR./SR. High School,1.9,100
,,,
200135,New Bedford - William H Taylor,6.7,100
,,,
470405,New Leadership Charter (District) - New Leadership Charter School,-,-
,,,
720015,New Salem-Wendell - Swift River,3.3,100
,,,
200030,Newburyport - Edward G. Molin Elementary School,2.2,100
,,,
200005,Newburyport - Francis T Bresnahan Elem,3.3,100
,,,
200010,Newburyport - George W Brown,4.6,100
,,,
200505,Newburyport - Newburyport High,1.7,100
,,,
200305,Newburyport - Rupert A Nock Middle,2,100
,,,
200005,Newton - A E Angier,2.1,100
,,,
200305,Newton - Bigelow Middle,2.2,100
,,,
200015,Newton - Bowen,3.4,100
,,,
200020,Newton - C C Burr,3.5,100
,,,
200025,Newton - Cabot,2.3,100
,,,
200310,Newton - Charles E Brown Middle,2.8,100
,,,
200040,Newton - Countryside,4,100
,,,
200315,Newton - F A Day Middle,2.6,100
,,,
200055,Newton - Franklin,3.4,100
,,,
200075,Newton - Horace Mann,2.9,100
,,,
200120,Newton - John Ward,2.7,100
,,,
200070,Newton - Lincoln-Eliot,2.6,100
,,,
200080,Newton - Mason-Rice,2.7,100
,,,
200105,Newton - Memorial Spaulding,3.9,100
,,,
200108,Newton - Newton Early Childhood Center,6.8,100
,,,
200505,Newton - Newton North High,2.5,100
,,,
200510,Newton - Newton South High,2.4,100
,,,
200320,Newton - Oak Hill Middle,3.2,100
,,,
200100,Newton - Peirce,2.4,100
,,,
200115,Newton - Underwood,2.9,100
,,,
200125,Newton - Williams,2.4,100
,,,
200130,Newton - Zervas,2.8,100
,,,
200005,Norfolk - Freeman-Centennial,3.8,100
,,,
200015,Norfolk - H Olive Day,2.9,100
,,,
910705,Norfolk County Agricultural - Norfolk County Agr,2.2,100
,,,
200035,North Adams - Brayton,1.5,100
,,,
200505,North Adams - Drury High,1.7,100
,,,
200015,North Adams - Greylock,1.3,100
,,,
200008,North Adams - J S Sullivan,1.2,100
,,,
210018,North Andover - Annie L Sargent School,3.5,100
,,,
210001,North Andover - Atkinson,5.1,100
,,,
210010,North Andover - Franklin,5.1,100
,,,
210015,North Andover - Kittredge,3.2,100
,,,
210505,North Andover - North Andover High,43.8,100
,,,
210305,North Andover - North Andover Middle,3.4,100
,,,
210020,North Andover - Thomson,4.8,100
,,,
210005,North Attleborough - Allen Avenue,3.9,100
,,,
210007,North Attleborough - Amvet Boulevard,5,100
,,,
210030,North Attleborough - Community,3.8,100
,,,
210010,North Attleborough - Falls,4.1,100
,,,
210013,North Attleborough - Joseph W Martin Jr Elem,5.1,100
,,,
210505,North Attleborough - North Attleboro High,3.4,100
,,,
210020,North Attleborough - North Attleborough ELC,11.2,100
,,,
210305,North Attleborough - North Attleborough Middle,2.3,100
,,,
210015,North Attleborough - Roosevelt Avenue,4.2,100
,,,
210015,North Brookfield - North Brookfield Elem,3.1,100
,,,
210505,North Brookfield - North Brookfield High,1.5,100
,,,
470505,North Central Charter Essential (District) - North Central Charter Essential School,-,-
,,,
730010,North Middlesex - Ashby Elementary,4.1,100
,,,
730030,North Middlesex - Hawthorne Brook,5.3,100
,,,
730310,North Middlesex - Nissitissit Middle School,5.5,100
,,,
730505,North Middlesex - North Middlesex Reg,4,100
,,,
730015,North Middlesex - Peter Fitzpatrick,-,-
,,,
730005,North Middlesex - Spaulding Memorial,7.8,100
,,,
730002,North Middlesex - Squannacook Early Childhood Center,15.6,100
,,,
730035,North Middlesex - Varnum Brook,5.9,100
,,,
210003,North Reading - E Ethel Little School,4.5,100
,,,
210010,North Reading - J Turner Hood,3.6,100
,,,
210005,North Reading - L D Batchelder,3.4,100
,,,
210505,North Reading - North Reading High,2,100
,,,
210305,North Reading - North Reading Middle,2.3,100
,,,
850605,North Shore Regional Vocational Technical - North Shore Reg Voc,1.4,100
,,,
210005,Northampton - Bridge Street,4.5,100
,,,
210020,Northampton - Jackson Street,3.8,100
,,,
210410,Northampton - John F Kennedy Middle School,2.9,100
,,,
210025,Northampton - Leeds,3.8,100
,,,
210505,Northampton - Northampton High,3.1,100
,,,
210029,Northampton - R. K. Finn Ryan Road,4.8,100
,,,
400705,Northampton-Smith Vocational Agricultural - Smith Voc and Agr High,1.6,100
,,,
730505,Northboro-Southboro - Algonquin Reg High,1.8,100
,,,
210015,Northborough - Fannie E Proctor,1.9,100
,,,
210003,Northborough - Lincoln Street,2.1,100
,,,
210014,Northborough - Marguerite E Peaslee,2,100
,,,
210020,Northborough - Marion E Zeh,2.2,100
,,,
210305,Northborough - Robert E. Melican Middle School,2.3,100
,,,
210005,Northbridge - Northbridge Elementary,5.2,100
,,,
210505,Northbridge - Northbridge High,2,100
,,,
210305,Northbridge - Northbridge Middle,3.8,100
,,,
210001,Northbridge - W Edward Balmer,3.6,100
,,,
850605,Northeast Metropolitan Regional Vocational Technical - Northeast Metro Reg Voc,2.4,100
,,,
850605,Northern Berkshire Regional Vocational Technical - Charles McCann Voc Tech,1.1,100
,,,
210060,Norton - Henri A. Yelle,3.4,100
,,,
210015,Norton - J C Solmonese,4.8,100
,,,
210010,Norton - L G Nourse Elementary,4.1,100
,,,
210505,Norton - Norton High,2.6,100
,,,
210305,Norton - Norton Middle,2.5,100
,,,
210005,Norwell - Grace Farrar Cole,27,100
,,,
210505,Norwell - Norwell High,9.2,100
,,,
210405,Norwell - Norwell Middle School,17.6,100
,,,
210020,Norwell - William G Vinal,44.5,100
,,,
220005,Norwood - Balch,-,-
,,,
220025,Norwood - Charles J Prescott,-,-
,,,
220010,Norwood - Cornelius M Callahan,-,-
,,,
220305,Norwood - Dr. Philip O. Coakley Middle School,-,-
,,,
220015,Norwood - F A Cleveland,-,-
,,,
220075,Norwood - George F. Willett,-,-
,,,
220020,Norwood - John P Oldham,-,-
,,,
220505,Norwood - Norwood High,-,-
,,,
220005,Oak Bluffs - Oak Bluffs Elementary,4,100
,,,
850605,Old Colony Regional Vocational Technical - Old Colony Reg Voc Tech,1.7,100
,,,
740505,Old Rochester - Old Rochester Reg High,2.9,100
,,,
740405,Old Rochester - Old Rochester Reg Jr High,2.4,100
,,,
220003,Orange - Butterfield,1.4,100
,,,
220010,Orange - Dexter Park,2.5,100
,,,
220015,Orange - Fisher Hill,2.1,100
,,,
220005,Orleans - Orleans Elementary,2.7,100
,,,
220010,Oxford - Alfred M Chaffee,6,100
,,,
220005,Oxford - Clara Barton,5.7,100
,,,
220505,Oxford - Oxford High,3.9,100
,,,
220405,Oxford - Oxford Middle,3.4,100
,,,
220305,Palmer - Converse Middle,2.9,100
,,,
220008,Palmer - Old Mill Pond,5.5,100
,,,
220505,Palmer - Palmer High,3.6,100
,,,
860605,Pathfinder Regional Vocational Technical - Pathfinder Voc Tech,1.6,100
,,,
220005,Peabody - Captain Samuel Brown,2.2,100
,,,
220015,Peabody - Center,4.4,100
,,,
220305,Peabody - J Henry Higgins Middle,4.8,100
,,,
220007,Peabody - John E Burke,3.5,100
,,,
220016,Peabody - John E. McCarthy,3.8,100
,,,
220510,Peabody - Peabody Veterans Memorial High,4.2,88
,,,
220035,Peabody - South Memorial,4.9,100
,,,
220010,Peabody - Thomas Carroll,2.4,100
,,,
220045,Peabody - West Memorial,3,100
,,,
220027,Peabody - William A Welch Sr,3.5,100
,,,
230005,Pelham - Pelham Elementary,1.7,100
,,,
230003,Pembroke - Bryantville Elementary,5.5,100
,,,
230010,Pembroke - Hobomock Elementary,10,100
,,,
230015,Pembroke - North Pembroke Elem,22.2,100
,,,
230305,Pembroke - Pembroke Community Middle School,3.1,100
,,,
230505,Pembroke - Pembroke High School,2.7,100
,,,
740020,Pentucket - Dr Frederick N Sweetsir,3.8,100
,,,
740015,Pentucket - Dr John C Page School,2.9,100
,,,
740005,Pentucket - Elmer S Bagnall,5.6,100
,,,
740010,Pentucket - Helen R Donaghue School,3.7,100
,,,
740405,Pentucket - Pentucket Reg Middle,3.5,100
,,,
740505,Pentucket - Pentucket Reg Sr High,2.7,100
,,,
230005,Petersham - Petersham Center,2,88.9
,,,
490505,Phoenix Charter Academy (District) - Phoenix Charter Academy,-,-
,,,
490205,Pioneer Charter School of Science (District) - Pioneer Charter School of Science,-,-
,,,
750006,Pioneer Valley - Bernardston Elem,1.9,100
,,,
750008,Pioneer Valley - Northfield Elementary,2.7,100
,,,
750007,Pioneer Valley - Pearl E Rhodes Elem,1.6,100
,,,
750505,Pioneer Valley - Pioneer Valley Reg,2.3,100
,,,
750009,Pioneer Valley - Warwick Community School,1.3,100
,,,
490205,Pioneer Valley Chinese Immersion Charter(District) - Pioneer Valley Chinese Immersion Charter School,-,-
,,,
470505,Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,-,-
,,,
230010,Pittsfield - Allendale,3.7,100
,,,
230065,Pittsfield - Crosby,3.8,100
,,,
230035,Pittsfield - Egremont,4.7,100
,,,
230305,Pittsfield - John T Reid Middle,4.3,100
,,,
230055,Pittsfield - Morningside Comm Sch,4.2,100
,,,
230505,Pittsfield - Pittsfield High,4.3,100
,,,
230045,Pittsfield - Robert T. Capeless Elementary School,3.5,100
,,,
230105,Pittsfield - Silvio O Conte Community,5.9,100
,,,
230090,Pittsfield - Stearns,2.4,100
,,,
230510,Pittsfield - Taconic High,2.9,100
,,,
230310,Pittsfield - Theodore Herberg Middle,3.8,100
,,,
230100,Pittsfield - Williams,4.5,100
,,,
230010,Plainville - Anna Ware Jackson,2.2,100
,,,
230005,Plainville - Beatrice H Wood Elem,1.7,100
,,,
230005,Plymouth - Cold Spring,1.3,100
,,,
230011,Plymouth - Federal Furnace Sch,3,100
,,,
230010,Plymouth - Hedge,0.8,100
,,,
230012,Plymouth - Indian Brook,3.7,100
,,,
230015,Plymouth - Manomet Elementary,2.2,100
,,,
230003,Plymouth - Mount Pleasant,10,100
,,,
230030,Plymouth - Nathaniel Morton Elem,2.4,100
,,,
230405,Plymouth - Plymouth Commun Intermed,1.6,100
,,,
230505,Plymouth - Plymouth North High,3.7,100
,,,
230515,Plymouth - Plymouth South High,2,100
,,,
230305,Plymouth - Plymouth South Middle,1.4,100
,,,
230046,Plymouth - South Elementary,2.1,100
,,,
230047,Plymouth - West Elementary,2.2,100
,,,
240010,Plympton - Dennett Elementary,1.9,100
,,,
480550,Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,-,-
,,,
240020,Provincetown - Provincetown Schools,0.9,100
,,,
750005,Quabbin - Hardwick Elem,3.9,100
,,,
750010,Quabbin - Hubbardston Center,5.2,100
,,,
750020,Quabbin - New Braintree Grade,4,100
,,,
750025,Quabbin - Oakham Center,4.4,100
,,,
750505,Quabbin - Quabbin Regional High School,4.9,100
,,,
750405,Quabbin - Quabbin Regional Middle School,3.5,100
,,,
750030,Quabbin - Ruggles Lane,5.4,100
,,,
770505,Quaboag Regional - Quaboag Regional High,-,-
,,,
770005,Quaboag Regional - Warren Elementary,-,-
,,,
770010,Quaboag Regional - West Brookfield Elem,-,-
,,,
240040,Quincy - Atherton Hough,4,100
,,,
240305,Quincy - Atlantic Middle,4,100
,,,
240020,Quincy - Beechwood Knoll Elem,5,100
,,,
240310,Quincy - Broad Meadows Middle,2.4,100
,,,
240315,Quincy - Central Middle,6.5,100
,,,
240025,Quincy - Charles A Bernazzani Elem,5.6,100
,,,
240055,Quincy - Clifford H Marshall Elem,3.9,100
,,,
240075,Quincy - Francis W Parker,3.6,100
,,,
240035,Quincy - Lincoln-Hancock Comm Sch,5,100
,,,
240060,Quincy - Merrymount,4.7,100
,,,
240065,Quincy - Montclair,6.3,100
,,,
240510,Quincy - North Quincy High,2.9,100
,,,
240325,Quincy - Point Webster Middle,2.7,100
,,,
240505,Quincy - Quincy High,2.1,100
,,,
240320,Quincy - Reay E Sterling Middle,3.2,100
,,,
240090,Quincy - Snug Harbor Comm School,3.9,100
,,,
240095,Quincy - Squantum,4.8,100
,,,
240110,Quincy - Wollaston School,3.4,100
,,,
750515,Ralph C Mahar - Pathways Early College Innovation School,0,100
,,,
750505,Ralph C Mahar - Ralph C Mahar Reg,1.8,100
,,,
750525,Ralph C Mahar - The Gateway to College,-,-
,,,
240020,Randolph - Elizabeth G Lyons Elem,4.6,100
,,,
240018,Randolph - J F Kennedy Elem,4.5,100
,,,
240015,Randolph - Margaret L Donovan,6.6,100
,,,
240040,Randolph - Martin E Young Elem,4.5,100
,,,
240410,Randolph - Randolph Community Middle,2.7,100
,,,
240505,Randolph - Randolph High,2.1,100
,,,
240002,Reading - Alice M Barrows,5.9,100
,,,
240305,Reading - Arthur W Coolidge Middle,2.7,100
,,,
240005,Reading - Birch Meadow,3.9,100
,,,
240017,Reading - J Warren Killam,6.9,100
,,,
240010,Reading - Joshua Eaton,6.8,100
,,,
240505,Reading - Reading Memorial High,3.3,100
,,,
240310,Reading - Walter S Parker Middle,2.4,100
,,,
240020,Reading - Wood End Elementary School,4.3,100
,,,
240003,Revere - A. C. Whelan Elementary School,2.9,100
,,,
240025,Revere - Abraham Lincoln,3.2,100
,,,
240013,Revere - Beachmont Veterans Memorial School,1.2,100
,,,
240056,Revere - Garfield Elementary School,3,100
,,,
240057,Revere - Garfield Middle School,1.8,100
,,,
240050,Revere - Paul Revere,2.2,100
,,,
240505,Revere - Revere High,2,100
,,,
240014,Revere - Rumney Marsh Academy,1.7,100
,,,
240520,Revere - Seacoast School,1.3,100
,,,
240305,Revere - Susan B. Anthony Middle School,1.7,100
,,,
240035,Revere - William McKinley,4.7,100
,,,
240005,Richmond - Richmond Consolidated,-,-
,,,
480305,Rising Tide Charter Public (District) - Rising Tide Charter Public School,-,-
,,,
480050,River Valley Charter (District) - River Valley Charter School,-,-
,,,
250005,Rochester - Rochester Memorial,1.2,100
,,,
250060,Rockland - Jefferson Elementary School,5.8,100
,,,
250305,Rockland - John W Rogers Middle,5.2,100
,,,
250020,Rockland - Memorial Park,5,100
,,,
250025,Rockland - R Stewart Esten,5.6,100
,,,
250505,Rockland - Rockland Senior High,3.6,100
,,,
250005,Rockport - Rockport Elementary,-,-
,,,
250510,Rockport - Rockport High,-,-
,,,
250305,Rockport - Rockport Middle,-,-
,,,
250005,Rowe - Rowe Elem,2.1,100
,,,
480505,Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,-,-
,,,
440505,Sabis International Charter (District) - Sabis International Charter School,-,-
,,,
250003,Salem - Bates,2.8,100
,,,
250005,Salem - Bentley,4.1,100
,,,
250015,Salem - Carlton,2.8,100
,,,
250305,Salem - Collins Middle,2.4,100
,,,
250030,Salem - Horace Mann Laboratory,3.4,100
,,,
250025,Salem - Nathaniel Bowditch,3.2,100
,,,
250001,Salem - Salem Early Childhood,12.9,100
,,,
250505,Salem - Salem High,3.1,100
,,,
250050,Salem - Saltonstall School,2.5,96.7
,,,
250070,Salem - Witchcraft Heights,1.9,100
,,,
480485,Salem Academy Charter (District) - Salem Academy Charter School,-,-
,,,
260010,Sandwich - Forestdale,3.1,100
,,,
260005,Sandwich - Henry T Wing,2.6,100
,,,
260025,Sandwich - Oak Ridge,2.7,98.3
,,,
260505,Sandwich - Sandwich High,3,100
,,,
260001,Saugus - Ballard School,4.8,100
,,,
260305,Saugus - Belmonte Saugus Middle,3.8,100
,,,
260067,Saugus - Douglas Waybright,4.8,100
,,,
260040,Saugus - Lynnhurst,4.3,100
,,,
260050,Saugus - Oaklandvale,3.3,100
,,,
260505,Saugus - Saugus High,2.2,100
,,,
260065,Saugus - Veterans Memorial,3.8,100
,,,
260010,Savoy - Savoy Elem,1.7,100
,,,
260007,Scituate - Cushing Elementary,5.7,100
,,,
260305,Scituate - Gates Intermediate School,2.8,100
,,,
260010,Scituate - Hatherly Elementary,4.3,100
,,,
260015,Scituate - Jenkins Elementary School,4.4,100
,,,
260505,Scituate - Scituate High School,2.1,100
,,,
260020,Scituate - Wampatuck Elementary,3.3,100
,,,
260405,Seekonk - Dr. Kevin M. Hurley Middle School,3.1,100
,,,
260007,Seekonk - George R Martin,5.4,100
,,,
260015,Seekonk - Mildred Aitken School,5.6,100
,,,
260505,Seekonk - Seekonk High,3.3,100
,,,
480105,Seven Hills Charter Public (District) - Seven Hills Charter School,-,-
,,,
260005,Sharon - Cottage Street,3.9,100
,,,
260010,Sharon - East Elementary,3.7,100
,,,
260015,Sharon - Heights Elementary,2.8,100
,,,
260505,Sharon - Sharon High,2.8,100
,,,
260305,Sharon - Sharon Middle,3.6,100
,,,
870605,Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Voc Tech High School,1.7,100
,,,
260010,Sherborn - Pine Hill,1.8,100
,,,
270010,Shirley - Lura A White,-,-
,,,
270305,Shirley - Shirley Middle School,-,-
,,,
270005,Shrewsbury - Beal School,5.6,100
,,,
270015,Shrewsbury - Calvin Coolidge,3.9,100
,,,
270020,Shrewsbury - Floral Street School,4.9,100
,,,
270030,Shrewsbury - Oak Middle School,2.4,100
,,,
270040,Shrewsbury - Parker Road Preschool,6.8,100
,,,
270305,Shrewsbury - Sherwood Middle School,5.8,100
,,,
270505,Shrewsbury - Shrewsbury Sr High,3.3,100
,,,
270035,Shrewsbury - Spring Street,6,100
,,,
270025,Shrewsbury - Walter J Paton,5.5,100
,,,
270005,Shutesbury - Shutesbury Elementary,3.1,100
,,,
470010,Silver Hill Horace Mann Charter (District) - Silver Hill Horace Mann Charter School,-,-
,,,
760505,Silver Lake - Silver Lake Reg High,3.9,100
,,,
760405,Silver Lake - Silver Lake Regional Middle School,1.9,100
,,,
410305,Smith Leadership Academy Charter Public (District) - Smith Leadership Academy Charter Public School,-,-
,,,
270005,Somerset - Chace Street,3.9,100
,,,
270008,Somerset - North Elementary,3.4,100
,,,
270505,Somerset - Somerset High,2,100
,,,
270305,Somerset - Somerset Middle School,2.5,100
,,,
270015,Somerset - South,3.7,100
,,,
270025,Somerset - Wilbur,2.3,100
,,,
270087,Somerville - Albert F. Argenziano School at Lincoln Park,4.8,100
,,,
270075,Somerville - Arthur D Healey,2.3,100
,,,
270015,Somerville - Benjamin G Brown,2.2,100
,,,
270005,Somerville - Capuano ECC,3.4,100
,,,
270111,Somerville - E Somerville Community,2.1,100
,,,
270510,Somerville - Full Circle High School,1.1,100
,,,
270083,Somerville - John F Kennedy,1.8,100
,,,
270410,Somerville - Next Wave Junior High,0.7,100
,,,
270505,Somerville - Somerville High,2.5,100
,,,
270115,Somerville - West Somerville Neighborhood,1.8,100
,,,
270120,Somerville - Winter Hill Community,1.7,100
,,,
270305,South Hadley - Michael E. Smith Middle School,3.1,100
,,,
270020,South Hadley - Mosier,3.7,100
,,,
270015,South Hadley - Plains Elementary,6.1,100
,,,
270505,South Hadley - South Hadley High,2.2,100
,,,
820605,South Middlesex Regional Vocational Technical - Joseph P Keefe Tech HS,1.6,100
,,,
480550,South Shore Charter Public (District) - South Shore Charter Public School,-,-
,,,
870605,South Shore Regional Vocational Technical - So Shore Voc Tech High,1,100
,,,
270005,Southampton - William E Norris,4,100
,,,
270050,Southborough - Albert S. Woodward Memorial School,1.3,100
,,,
270020,Southborough - Margaret A Neary,1.8,100
,,,
270008,Southborough - Mary E Finn School,2,100
,,,
270305,Southborough - P Brent Trottier,1.6,100
,,,
270005,Southbridge - Charlton Street,-,-
,,,
270010,Southbridge - Eastford Road,-,-
,,,
270305,Southbridge - Mary E Wells Jr High,-,-
,,,
270505,Southbridge - Southbridge High,-,-
,,,
270020,Southbridge - West Street,-,-
,,,
870605,Southeastern Regional Vocational Technical - Southeastern Reg Voc Tech,1.2,100
,,,
760015,Southern Berkshire - Monterey,11,100
,,,
760505,Southern Berkshire - Mt Everett Regional,1.8,100
,,,
760018,Southern Berkshire - New Marlborough Central,3.3,100
,,,
760030,Southern Berkshire - South Egremont,6.3,100
,,,
760035,Southern Berkshire - Undermountain,3.1,100
,,,
870605,Southern Worcester County Regional Vocational Technical - Bay Path Reg Voc Tech H S,1.5,100
,,,
760305,Southwick-Tolland - Powder Mill,2.9,100
,,,
760505,Southwick-Tolland - Southwick-Tolland Regional High,2.1,100
,,,
760010,Southwick-Tolland - Woodland Elementary,3.7,100
,,,
760505,Spencer-E Brookfield - David Prouty High,2.4,100
,,,
760008,Spencer-E Brookfield - East Brookfield Elementary,1.6,100
,,,
760415,Spencer-E Brookfield - Knox Trail Junior High,2.4,100
,,,
760010,Spencer-E Brookfield - Lake Street,3.1,100
,,,
760005,Spencer-E Brookfield - Maple Street School,2.4,100
,,,
760040,Spencer-E Brookfield - Wire Village School,1.7,100
,,,
470505,Spirit of Knowledge Charter School (District) - Spirit of Knowledge Charter School,-,-
,,,
280095,Springfield - Alfred G Zanetti,3.8,100
,,,
280175,Springfield - Alice B Beal Elem,2.8,100
,,,
280165,Springfield - Arthur T Talmadge,3.6,100
,,,
280010,Springfield - Boland School,2.8,100
,,,
280025,Springfield - Brightwood,3.4,100
,,,
280310,Springfield - Chestnut Street Middle,2.5,100
,,,
280035,Springfield - Daniel B Brunton,5,100
,,,
280125,Springfield - Dryden Memorial,3.6,100
,,,
280030,Springfield - Elias Brookings,2,100
,,,
280325,Springfield - Forest Park Middle,7.8,100
,,,
280075,Springfield - Frank H Freedman,1.7,100
,,,
280080,Springfield - Frederick Harris,3.1,100
,,,
280195,Springfield - Gerena,2.5,100
,,,
280065,Springfield - Glenwood,2.3,100
,,,
280068,Springfield - Glickman Elementary,1.8,100
,,,
280510,Springfield - High School Of Commerce,2.8,100
,,,
280530,Springfield - High School/Science-Tech,3.7,100
,,,
